,0
8238,0_01056_02
8239,3_00317_01
8240,3_01779_01
8241,2_00447_02
8242,2_00882_02
8243,2_00633_01
8244,2_01053_01
8245,2_00400_01
8246,1_00405_02
8247,1_01348_05
8248,1_02418_02
8249,2_00426_01
8250,0_00378_04
8251,1_01700_03
8252,0_02717_03
8253,0_01773_01
8254,2_00808_01
8255,3_00064_03
8256,3_00439_04
8257,3_01097_03
8258,0_00791_02
8259,2_01501_02
8260,3_01671_01
8261,2_01951_04
8262,3_02893_01
8263,1_02200_04
8264,3_02022_01
8265,0_01885_02
8266,0_00027_01
8267,2_02825_01
8268,1_01659_04
8269,1_02488_04
8270,3_00805_04
8271,1_01412_03
8272,2_00464_04
8273,3_00638_01
8274,3_00024_01
8275,2_01217_04
8276,1_01921_02
8277,2_01571_02
8278,2_02613_02
8279,2_01107_03
8280,3_02436_01
8281,0_02656_01
8282,0_02005_03
8283,2_00481_04
8284,1_01847_02
8285,1_01487_02
8286,0_00983_02
8287,3_02731_02
8288,0_00078_01
8289,1_01005_03
8290,2_00214_02
8291,3_02589_04
8292,1_02388_01
8293,3_02356_03
8294,0_01357_01
8295,0_02068_04
8296,2_01985_04
8297,0_01223_02
8298,2_01768_01
8299,1_02002_01
8300,1_01630_04
8301,3_01857_02
8302,3_00392_02
8303,2_02923_03
8304,2_02119_01
8305,3_00641_01
8306,1_02433_03
8307,1_02278_02
8308,0_02845_03
8309,0_00804_01
8310,0_00223_03
8311,3_00811_01
8312,0_00457_01
8313,1_00123_02
8314,1_02272_03
8315,2_01472_01
8316,2_01919_01
8317,3_00609_03
8318,3_01336_04
8319,0_01875_03
8320,2_02791_02
8321,1_01609_04
8322,0_00287_02
8323,3_02637_02
8324,0_00267_04
8325,2_01526_02
8326,0_01878_02
8327,2_00580_01
8328,1_01997_02
8329,3_02095_01
8330,2_00199_04
8331,1_01155_03
8332,3_00070_04
8333,0_01263_02
8334,2_02544_02
8335,0_02631_02
8336,2_02892_02
8337,3_00241_02
8338,3_02223_02
8339,0_02862_03
8340,2_01962_03
8341,2_01569_03
8342,1_02115_02
8343,3_01720_02
8344,2_01323_01
8345,2_01822_02
8346,3_00142_01
8347,1_01090_01
8348,3_01531_01
8349,3_01211_03
8350,2_01953_02
8351,0_00358_02
8352,1_00318_02
8353,0_02753_02
8354,0_02100_03
8355,0_02552_04
8356,3_02341_01
8357,0_00757_02
8358,3_01140_03
8359,1_01445_01
8360,0_00590_02
8361,1_00689_04
8362,3_02059_03
8363,3_01147_02
8364,0_01810_06
8365,0_01048_04
8366,0_02897_03
8367,3_01797_03
8368,2_01776_03
8369,0_01308_01
8370,0_00986_02
8371,2_01127_04
8372,2_02310_03
8373,0_00089_01
8374,2_00096_05
8375,0_01876_01
8376,0_02229_01
8377,0_00418_01
8378,2_01179_02
8379,3_00417_02
8380,1_00639_03
8381,2_01550_01
8382,2_00427_02
8383,3_00205_02
8384,1_00419_02
8385,0_01025_01
8386,0_01739_03
8387,1_01509_05
8388,0_02693_01
8389,3_00737_01
8390,0_01210_01
8391,1_02444_02
8392,1_01741_05
8393,3_00329_01
8394,0_02269_02
8395,2_00826_01
8396,0_01205_06
8397,2_02115_02
8398,3_01956_02
8399,0_00250_04
8400,1_02167_01
8401,2_02307_01
8402,1_01889_02
8403,0_00588_02
8404,0_00663_02
8405,1_01728_04
8406,0_01496_01
8407,3_00262_03
8408,1_00196_04
8409,0_01578_05
8410,2_00931_03
8411,1_01971_01
8412,2_01839_03
8413,3_01691_01
8414,1_01166_02
8415,3_02595_01
8416,0_00080_02
8417,1_00293_03
8418,3_01759_03
8419,2_01062_02
8420,2_02616_01
8421,2_01921_02
8422,1_01895_02
8423,3_02539_02
8424,2_00374_02
8425,0_00896_01
8426,2_02292_02
8427,2_02100_03
8428,2_02659_01
8429,1_01995_04
8430,3_02121_02
8431,2_01416_01
8432,0_02675_02
8433,2_00135_02
8434,3_02847_03
8435,2_02620_02
8436,3_01358_02
8437,0_01948_04
8438,3_02032_02
8439,1_02472_01
8440,0_01693_03
8441,3_01448_03
8442,2_02413_02
8443,0_00491_02
8444,0_02744_03
8445,1_01427_01
8446,3_01652_04
8447,2_01806_02
8448,2_02698_01
8449,2_01517_02
8450,2_00137_04
8451,1_00482_05
8452,0_01899_02
8453,1_02153_04
8454,0_01382_03
8455,0_00090_03
8456,0_01004_03
8457,0_01279_04
8458,1_01287_03
8459,0_00546_01
8460,0_00674_04
8461,3_00239_03
8462,0_02824_01
8463,1_00024_03
8464,3_01897_02
8465,1_01766_01
8466,3_00219_02
8467,0_02130_03
8468,3_01108_02
8469,1_01977_07
8470,3_00453_03
8471,3_02096_04
8472,1_00777_02
8473,2_02856_01
8474,0_00655_02
8475,1_01886_04
8476,1_02454_04
8477,2_02839_03
8478,0_00733_04
8479,1_01994_01
8480,0_00115_02
8481,3_01933_03
8482,0_02045_01
8483,3_02231_01
8484,3_02499_05
8485,1_01544_02
8486,3_00108_01
8487,1_02350_03
8488,0_01852_01
8489,3_01997_04
8490,1_01532_04
8491,1_02478_04
8492,2_02123_03
8493,0_01432_02
8494,0_01183_01
8495,0_02051_01
8496,1_00555_03
8497,2_02092_01
8498,0_00324_03
8499,0_01503_01
8500,3_02536_04
8501,3_00557_05
8502,2_01433_02
8503,0_02868_02
8504,0_01465_01
8505,0_00956_04
8506,0_00646_04
8507,1_02104_04
8508,0_02987_03
8509,3_02324_05
8510,3_00552_02
8511,2_00834_02
8512,1_01055_02
8513,2_02784_02
8514,1_00855_03
8515,1_00513_02
8516,3_02576_02
8517,3_02829_03
8518,1_02390_04
8519,0_02620_03
8520,1_01131_03
8521,3_00171_01
8522,2_01823_02
8523,2_01244_01
8524,2_00429_03
8525,2_01231_02
8526,3_00762_02
8527,3_00832_03
8528,1_00306_03
8529,0_02216_02
8530,1_02017_02
8531,0_02474_03
8532,0_01279_02
8533,3_02678_01
8534,3_00197_01
8535,0_00347_01
8536,3_00111_01
8537,2_00681_01
8538,3_02695_02
8539,1_01914_03
8540,0_02419_02
8541,2_00131_02
8542,2_02228_01
8543,3_02323_03
8544,1_01890_03
8545,1_01039_02
8546,3_00226_02
8547,1_00577_02
8548,0_02586_03
8549,0_00216_02
8550,2_01180_03
8551,0_01795_03
8552,1_01032_01
8553,0_01278_01
8554,3_02719_04
8555,0_00586_03
8556,1_00940_03
8557,3_02480_02
8558,1_01635_06
8559,2_01569_01
8560,0_01235_03
8561,2_00234_03
8562,3_01540_02
8563,2_00929_02
8564,3_01620_03
8565,3_02659_01
8566,1_02368_03
8567,0_00964_02
8568,0_00300_01
8569,0_00517_02
8570,2_00690_03
8571,3_02573_05
8572,0_02541_03
8573,0_02724_03
8574,1_00919_03
8575,1_02007_03
8576,0_00288_01
8577,1_01468_04
8578,3_01715_01
8579,2_01188_02
8580,3_02803_04
8581,1_02374_05
8582,1_00011_01
8583,2_00510_05
8584,1_01680_01
8585,3_00142_03
8586,3_00602_03
8587,2_00773_01
8588,0_00284_02
8589,0_00753_01
8590,1_00416_03
8591,3_01304_02
8592,3_00015_03
8593,0_02332_01
8594,2_00477_03
8595,3_01218_03
8596,0_01015_03
8597,0_01735_03
8598,1_00518_03
8599,3_00190_02
8600,2_00020_04
8601,0_02719_02
8602,2_00960_03
8603,1_00814_02
8604,2_01355_03
8605,0_00155_01
8606,0_02543_02
8607,0_00458_01
8608,3_00172_02
8609,2_01326_01
8610,0_00702_01
8611,1_01125_05
8612,0_00398_02
8613,1_01791_03
8614,2_01316_03
8615,1_02224_04
8616,1_01968_03
8617,2_02571_03
8618,0_02048_03
8619,2_01225_02
8620,2_02898_01
8621,1_02080_01
8622,0_01104_03
8623,0_00473_03
8624,0_02525_04
8625,0_01404_02
8626,0_01395_01
8627,0_02807_01
8628,2_00490_03
8629,0_00007_05
8630,1_01296_04
8631,1_00334_02
8632,2_00647_01
8633,1_01287_02
8634,3_01008_01
8635,0_00765_03
8636,2_00463_02
8637,0_00799_04
8638,3_01093_01
8639,2_00133_03
8640,0_00925_01
8641,1_02197_03
8642,3_02901_01
8643,0_01543_04
8644,3_01856_04
8645,1_01063_01
8646,3_02777_03
8647,0_00363_02
8648,2_00447_03
8649,3_02915_03
8650,0_00397_02
8651,0_01850_01
8652,1_00677_02
8653,1_02199_01
8654,0_01883_02
8655,0_01998_01
8656,1_01299_04
8657,2_02325_03
8658,1_02412_01
8659,3_01881_04
8660,3_01735_03
8661,1_01346_02
8662,3_02174_02
8663,1_00699_01
8664,3_02675_04
8665,2_01564_02
8666,2_01627_02
8667,1_01494_01
8668,2_00136_01
8669,3_00940_01
8670,0_02952_03
8671,1_01419_01
8672,0_01329_03
8673,0_02775_01
8674,0_01925_03
8675,0_01201_01
8676,0_02869_03
8677,1_00926_05
8678,1_02437_02
8679,2_02491_02
8680,2_00135_01
8681,2_02143_03
8682,2_01897_02
8683,2_00330_04
8684,3_00309_02
8685,3_00872_01
8686,0_02705_02
8687,3_01578_02
8688,2_01479_02
8689,2_01627_03
8690,1_01282_02
8691,1_00691_01
8692,2_00483_01
8693,1_00028_03
8694,0_01272_03
8695,2_01382_05
8696,2_00344_05
8697,2_00907_02
8698,2_00370_02
8699,2_02253_05
8700,0_02027_02
8701,0_02533_03
8702,0_00739_03
8703,3_00010_03
8704,2_01495_02
8705,2_02458_04
8706,3_02871_04
8707,0_01817_01
8708,0_00804_04
8709,3_01581_03
8710,0_02821_04
8711,3_02896_02
8712,0_01070_03
8713,2_01123_02
8714,1_00253_02
8715,0_01661_03
8716,0_02528_01
8717,3_02975_01
8718,2_00235_04
8719,3_01205_04
8720,1_01641_02
8721,1_02214_01
8722,1_02479_03
8723,0_01940_03
8724,1_01032_02
8725,2_01925_03
8726,3_02372_03
8727,0_00606_02
8728,3_00320_03
8729,3_00941_01
8730,3_02507_01
8731,0_01006_02
8732,0_01237_01
8733,1_01173_01
8734,3_02971_02
8735,1_01405_02
8736,1_00741_02
8737,2_01088_03
8738,0_02822_03
8739,2_02106_01
8740,0_00752_02
8741,3_01906_03
8742,0_00001_02
8743,2_02938_03
8744,2_02311_01
8745,3_01422_02
8746,3_02657_01
8747,2_01622_04
8748,3_01101_03
8749,0_00977_02
8750,2_00010_02
8751,0_02943_01
8752,0_02669_02
8753,0_00264_01
8754,1_00746_05
8755,3_00495_02
8756,1_00039_01
8757,2_02681_02
8758,1_00437_01
8759,3_01728_02
8760,0_01119_02
8761,3_00768_02
8762,0_01603_01
8763,3_02741_05
8764,2_01281_03
8765,2_01825_04
8766,1_02386_05
8767,3_01150_01
8768,1_00928_02
8769,1_01291_02
8770,3_02700_03
8771,1_01113_02
8772,3_02674_04
8773,3_01540_01
8774,1_01342_03
8775,3_02028_02
8776,3_02135_04
8777,2_01945_02
8778,0_01165_03
8779,3_01267_04
8780,2_02708_03
8781,3_02410_04
8782,0_01910_03
8783,1_02336_05
8784,0_02322_01
8785,1_00893_03
8786,3_00607_02
8787,1_01730_03
8788,2_00396_02
8789,1_00896_02
8790,1_01656_01
8791,1_00363_02
8792,3_02131_05
8793,0_02614_01
8794,0_00076_03
8795,3_02661_03
8796,1_01191_02
8797,0_02876_02
8798,3_01221_01
8799,2_01686_01
8800,1_01731_04
8801,0_02480_03
8802,0_01365_01
8803,2_02293_02
8804,0_02420_04
8805,2_01897_05
8806,1_02433_01
8807,3_02499_01
8808,0_01553_03
8809,1_02439_03
8810,0_01283_03
8811,3_00076_02
8812,0_00699_03
8813,1_00003_02
8814,3_00525_01
8815,0_01119_01
8816,0_00216_03
8817,3_00052_05
8818,0_00635_02
8819,0_01269_05
8820,1_00470_04
8821,2_01750_03
8822,0_01394_03
8823,0_02621_01
8824,0_02022_01
8825,3_01853_05
8826,0_01580_02
8827,0_01959_03
8828,0_01129_01
8829,2_01456_02
8830,2_00944_03
8831,1_00671_01
8832,3_02419_02
8833,2_02891_05
8834,2_00702_03
8835,0_01609_04
8836,1_00731_03
8837,2_00853_04
8838,3_02518_02
8839,3_02838_03
8840,3_02974_01
8841,0_02594_03
8842,0_00139_02
8843,2_01944_02
8844,0_00144_03
8845,2_02340_02
8846,2_01248_03
8847,0_01501_01
8848,3_00488_04
8849,3_01332_01
8850,2_02158_03
8851,3_01035_03
8852,3_00593_04
8853,2_02287_02
8854,3_00459_01
8855,3_01050_03
8856,1_01476_03
8857,3_02019_03
8858,3_00259_01
8859,2_00424_02
8860,2_01207_01
8861,2_02941_01
8862,1_01908_02
8863,3_01558_01
8864,1_01592_03
8865,0_02117_02
8866,0_02397_03
8867,2_00560_01
8868,2_00811_02
8869,0_02353_04
8870,1_00837_06
8871,0_02199_01
8872,3_01920_02
8873,1_01108_02
8874,2_00933_02
8875,3_00708_01
8876,3_00388_04
8877,2_00562_04
8878,2_01412_01
8879,2_02361_04
8880,1_00865_01
8881,2_00607_01
8882,2_02263_04
8883,2_01575_02
8884,3_00554_01
8885,3_00770_03
8886,1_00591_03
8887,2_00738_06
8888,3_00254_03
8889,2_02780_01
8890,2_00722_02
8891,0_02743_01
8892,1_00444_01
8893,1_02388_03
8894,3_00848_01
8895,0_00583_03
8896,2_01860_03
8897,1_02065_02
8898,3_02730_02
8899,0_00151_01
8900,0_01219_01
8901,1_01896_03
8902,0_00887_03
8903,0_01193_05
8904,3_00930_02
8905,0_02425_01
8906,1_00928_04
8907,1_01060_03
8908,1_00634_02
8909,1_00249_03
8910,2_00493_01
8911,3_00895_01
8912,0_01693_02
8913,1_01627_02
8914,3_00286_02
8915,1_01358_02
8916,1_02134_02
8917,3_02071_02
8918,3_02083_02
8919,0_00132_01
8920,2_01695_02
8921,2_00390_02
8922,3_00164_01
8923,1_01975_03
8924,0_02115_03
8925,1_01228_02
8926,2_01990_01
8927,1_01183_03
8928,3_00267_01
8929,2_00395_03
8930,2_00222_03
8931,1_00985_01
8932,1_01983_01
8933,0_00750_01
8934,0_01639_03
8935,0_02501_02
8936,1_00149_05
8937,3_00537_01
8938,3_02210_02
8939,3_02533_04
8940,0_02080_03
8941,1_01184_06
8942,3_00002_02
8943,0_01376_01
8944,0_01692_03
8945,2_01228_01
8946,1_02235_03
8947,1_00656_03
8948,3_00894_03
8949,3_00183_01
8950,3_02661_02
8951,3_01829_04
8952,2_01771_02
8953,0_02149_01
8954,0_02108_01
8955,1_00515_03
8956,2_00204_01
8957,0_02328_04
8958,1_00707_03
8959,0_01534_03
8960,3_01474_03
8961,3_00570_02
8962,3_00322_02
8963,3_01590_02
8964,0_01295_02
8965,2_02441_01
8966,0_01089_01
8967,1_00563_02
8968,1_01997_03
8969,2_01419_02
8970,1_02172_03
8971,3_02447_04
8972,0_02144_01
8973,0_00506_03
8974,0_02254_01
8975,1_00798_06
8976,1_01546_03
8977,1_01662_01
8978,0_02673_03
8979,2_02578_03
8980,3_00220_02
8981,3_02820_02
8982,0_02617_01
8983,1_00506_02
8984,0_00123_04
8985,3_02162_01
8986,1_02251_03
8987,0_01488_03
8988,3_02459_04
8989,3_00218_01
8990,3_02488_02
8991,1_01607_05
8992,1_00395_04
8993,0_02004_01
8994,1_02032_04
8995,3_01446_03
8996,0_02865_01
8997,1_02433_02
8998,1_00880_04
8999,2_01136_02
9000,1_02462_02
9001,0_00849_02
9002,0_02921_04
9003,3_02943_01
9004,3_00180_04
9005,0_02392_01
9006,0_02578_01
9007,0_02979_04
9008,2_01978_03
9009,2_02578_01
9010,2_02926_02
9011,0_01308_02
9012,2_01615_03
9013,0_01774_01
9014,3_02605_02
9015,1_02470_01
9016,2_00060_01
9017,2_02030_02
9018,2_01621_04
9019,0_00843_01
9020,3_00977_03
9021,3_00185_04
9022,0_00357_05
9023,2_01572_02
9024,0_00367_01
9025,1_02006_05
9026,2_01005_01
9027,2_01222_04
9028,0_00247_05
9029,1_01630_03
9030,2_00533_01
9031,3_01171_02
9032,3_02454_02
9033,1_01945_01
9034,2_00813_03
9035,1_00147_04
9036,0_01253_03
9037,0_00340_01
9038,3_01397_03
9039,1_00106_01
9040,1_00966_03
9041,1_02192_02
9042,0_01512_04
9043,0_00160_03
9044,3_02854_06
9045,2_02312_01
9046,0_01466_03
9047,3_00086_06
9048,2_01777_01
9049,3_02628_02
9050,3_01896_01
9051,1_01081_04
9052,1_01150_01
9053,1_01527_02
9054,1_00426_02
9055,3_01625_01
9056,0_00553_02
9057,0_00575_05
9058,1_00752_01
9059,0_01278_02
9060,1_01624_03
9061,3_01192_02
9062,2_02480_02
9063,1_00712_06
9064,0_02558_02
9065,3_02180_01
9066,2_02643_05
9067,1_01431_01
9068,0_00273_03
9069,2_00682_04
9070,0_02391_02
9071,2_00663_01
9072,0_01173_01
9073,1_00281_03
9074,2_01318_03
9075,0_02088_04
9076,3_02544_03
9077,3_02345_02
9078,0_01567_03
9079,3_02233_02
9080,1_00994_01
9081,0_01918_01
9082,1_01812_02
9083,1_02489_02
9084,2_01311_03
9085,0_00246_01
9086,1_02310_04
9087,2_02191_02
9088,1_00398_01
9089,1_00499_05
9090,1_01628_02
9091,2_02187_02
9092,1_00375_05
9093,0_00668_01
9094,3_01201_01
9095,0_02527_01
9096,3_01202_03
9097,3_02827_01
9098,2_01873_01
9099,2_02952_03
9100,3_00169_01
9101,2_02904_03
9102,0_02852_01
9103,3_01985_03
9104,3_00527_03
9105,3_00835_03
9106,2_02721_01
9107,0_02649_03
9108,3_00269_02
9109,0_00124_01
9110,2_02057_04
9111,1_02235_01
9112,3_01577_01
9113,2_01026_04
9114,3_00765_02
9115,2_01704_04
9116,3_02972_01
9117,2_00124_03
9118,3_01559_03
9119,1_00355_01
9120,0_00551_01
9121,0_02337_02
9122,3_02025_04
9123,2_00970_04
9124,2_01828_02
9125,3_00982_02
9126,3_01645_01
9127,2_01673_01
9128,1_00874_02
9129,2_00703_02
9130,0_00433_01
9131,0_02254_04
9132,2_02802_02
9133,0_01645_02
9134,0_01607_05
9135,2_02000_01
9136,3_02286_02
9137,1_00056_01
9138,3_02580_03
9139,0_00059_01
9140,1_00812_05
9141,3_02183_02
9142,1_00417_03
9143,1_01474_04
9144,0_01170_04
9145,2_00525_02
9146,0_02189_03
9147,0_02382_01
9148,0_01508_03
9149,2_00872_04
9150,1_01192_01
9151,0_01846_01
9152,1_01382_02
9153,0_01058_02
9154,1_00610_01
9155,2_01784_02
9156,0_00133_01
9157,3_01131_03
9158,0_02292_04
9159,2_01552_03
9160,3_01337_01
9161,1_00658_05
9162,2_02858_02
9163,1_00714_02
9164,1_01379_02
9165,3_01030_05
9166,2_01336_01
9167,0_00857_01
9168,1_01744_03
9169,3_02765_02
9170,3_00817_03
9171,3_01563_02
9172,3_00306_01
9173,3_02364_01
9174,0_00572_04
9175,2_02438_03
9176,1_00595_01
9177,1_00080_03
9178,3_02055_02
9179,3_01210_03
9180,2_02186_02
9181,0_01809_02
9182,1_00990_03
9183,0_01098_03
9184,2_00711_04
9185,0_01620_02
9186,3_01848_05
9187,0_02178_02
9188,3_00282_02
9189,3_00805_01
9190,1_00364_03
9191,0_00862_01
9192,2_01973_02
9193,2_01322_01
9194,3_02401_03
9195,2_02094_03
9196,2_02924_02
9197,2_00497_04
9198,3_00505_02
9199,2_01114_02
9200,3_02919_04
9201,3_01652_03
9202,1_01129_03
9203,1_01109_05
9204,1_00981_01
9205,2_00334_03
9206,3_00256_03
9207,0_02619_01
9208,0_01216_01
9209,2_01903_02
9210,2_00193_05
9211,1_00025_01
9212,3_01465_01
9213,3_02449_01
9214,2_02110_04
9215,3_00716_02
9216,1_01355_02
9217,0_01864_01
9218,3_02464_03
9219,2_01437_02
9220,2_01958_01
9221,3_01128_02
9222,3_02179_02
9223,1_00188_01
9224,2_00983_01
9225,2_02035_02
9226,2_01811_02
9227,2_01717_02
9228,0_02179_03
9229,2_02260_04
9230,2_01510_01
9231,3_01263_01
9232,1_00380_04
9233,0_01678_01
9234,0_01087_04
9235,3_00711_01
9236,0_01953_03
9237,0_02546_02
9238,1_00107_02
9239,0_01751_02
9240,0_00032_01
9241,1_02370_02
9242,3_00329_03
9243,3_01724_03
9244,3_00955_04
9245,0_00759_01
9246,2_02866_04
9247,3_01447_01
9248,1_02011_03
9249,2_01543_01
9250,1_02147_06
9251,0_00979_01
9252,3_02097_04
9253,2_02791_03
9254,0_02673_02
9255,0_02185_03
9256,3_01946_02
9257,3_01977_01
9258,1_01255_04
9259,2_01440_02
9260,0_01182_03
9261,0_00596_02
9262,1_02287_02
9263,3_00009_03
9264,3_01568_03
9265,3_00952_02
9266,0_02548_04
9267,3_02786_02
9268,0_00508_01
9269,3_02779_01
9270,1_02315_07
9271,2_01226_01
9272,3_01595_01
9273,2_02115_03
9274,3_01714_02
9275,2_01814_02
9276,2_00474_01
9277,1_00699_02
9278,2_01769_02
9279,1_00215_01
9280,2_01876_04
9281,3_02305_02
9282,3_02556_03
9283,3_00036_03
9284,3_00711_03
9285,3_01412_02
9286,3_01239_01
9287,0_00102_02
9288,1_02367_02
9289,3_01811_01
9290,3_02633_01
9291,1_02197_02
9292,3_01073_02
9293,0_02707_01
9294,2_01385_03
9295,3_00549_01
9296,0_01185_02
9297,1_01849_01
9298,3_02462_01
9299,2_02126_02
9300,3_00319_04
9301,0_00949_02
9302,0_00559_02
9303,3_01792_01
9304,3_00391_02
9305,1_02362_04
9306,2_01835_01
9307,3_02936_02
9308,1_00342_04
9309,2_01399_03
9310,1_00724_03
9311,1_02379_02
9312,2_00500_03
9313,3_00065_01
9314,3_02128_01
9315,3_00473_04
9316,2_02149_03
9317,0_00290_01
9318,0_01660_03
9319,2_02142_03
9320,1_00973_02
9321,3_01459_01
9322,0_00266_01
9323,3_00767_03
9324,0_01760_02
9325,2_02192_01
9326,2_02060_05
9327,3_02762_02
9328,2_02319_01
9329,2_00890_03
9330,0_01610_03
9331,2_01037_02
9332,1_00269_02
9333,2_02796_02
9334,1_00955_02
9335,3_00213_05
9336,3_01195_05
9337,1_00575_04
9338,1_00428_02
9339,2_01232_02
9340,0_00330_05
9341,3_01487_04
9342,0_00240_04
9343,0_01100_03
9344,0_01662_01
9345,0_00611_03
9346,0_00962_04
9347,3_00134_04
9348,3_01764_04
9349,0_01254_03
9350,3_02189_04
9351,1_00131_03
9352,0_01902_03
9353,2_00335_02
9354,0_00506_01
9355,0_02482_02
9356,2_01219_06
9357,1_00806_02
9358,3_00159_02
9359,0_02139_03
9360,2_00537_01
9361,0_02904_02
9362,1_00968_05
9363,3_00191_03
9364,3_02919_02
9365,1_00047_04
9366,0_00339_04
9367,3_02616_01
9368,3_02349_01
9369,0_00534_05
9370,0_02165_01
9371,2_02782_02
9372,0_01971_02
9373,3_00131_03
9374,3_02334_03
9375,0_02551_03
9376,0_00635_03
9377,0_02890_02
9378,0_02435_06
9379,0_01966_03
9380,0_01842_01
9381,2_02501_03
9382,0_02564_02
9383,1_00415_01
9384,1_02395_04
9385,3_00534_04
9386,0_02085_05
9387,1_00223_01
9388,3_00581_05
9389,0_01625_02
9390,3_02489_01
9391,3_02981_03
9392,3_00616_02
9393,0_00989_03
9394,0_01051_01
9395,1_01615_01
9396,3_00586_01
9397,0_02255_02
9398,1_02135_02
9399,2_01220_02
9400,2_00212_01
9401,0_02932_03
9402,2_02705_02
9403,3_01059_01
9404,0_00589_03
9405,2_01022_01
9406,0_00919_02
9407,0_00217_01
9408,2_02917_01
9409,1_02443_05
9410,0_02171_03
9411,2_00809_01
9412,3_02920_03
9413,2_02613_01
9414,3_01833_02
9415,2_02760_02
9416,3_00547_02
9417,0_00394_03
9418,0_01251_02
9419,1_01257_01
9420,0_01664_01
9421,2_02134_02
9422,3_00911_01
9423,2_01332_01
9424,1_00929_05
9425,0_02535_02
9426,0_02063_03
9427,2_00880_01
9428,3_01692_03
9429,0_00966_03
9430,1_01422_02
9431,3_01540_03
9432,2_02688_04
9433,3_02145_02
9434,1_01373_05
9435,0_01035_03
9436,1_01294_03
9437,1_02040_03
9438,0_01127_03
9439,0_00611_01
9440,2_01588_04
9441,2_00783_02
9442,2_00740_03
9443,3_01862_04
9444,1_01474_01
9445,3_00460_03
9446,0_00334_03
9447,1_01100_03
9448,1_02377_01
9449,3_01469_01
9450,0_02587_03
9451,2_00264_02
9452,0_01976_04
9453,3_01333_04
9454,3_02303_01
9455,0_00444_01
9456,2_02439_02
9457,2_01827_01
9458,0_02936_03
9459,1_00327_05
9460,2_00066_02
9461,0_01446_02
9462,2_00623_01
9463,3_00102_01
9464,0_02283_02
9465,3_01701_04
9466,2_02759_01
9467,0_00078_03
9468,2_00215_03
9469,2_02376_02
9470,2_00379_05
9471,1_00957_03
9472,2_00240_04
9473,0_00179_02
9474,2_00306_02
9475,3_01715_02
9476,0_01036_01
9477,2_00195_01
9478,2_01911_02
9479,3_00568_04
9480,2_02393_04
9481,2_00431_04
9482,0_01176_04
9483,2_01819_03
9484,2_02430_02
9485,1_02020_05
9486,2_00511_01
9487,2_01756_01
9488,0_01826_03
9489,2_02123_01
9490,2_01590_01
9491,0_00202_01
9492,1_00630_02
9493,1_00424_04
9494,3_02872_01
9495,0_02895_04
9496,3_01904_03
9497,3_02278_03
9498,0_00093_02
9499,1_02172_04
9500,1_00468_02
9501,2_00727_03
9502,0_01464_03
9503,1_00289_05
9504,1_00092_01
9505,0_02864_03
9506,2_02473_01
9507,2_01280_02
9508,2_02834_02
9509,3_00986_01
9510,3_02224_01
9511,3_00417_03
9512,3_00246_03
9513,0_00421_01
9514,3_02324_01
9515,1_02078_02
9516,3_01779_02
9517,0_02630_02
9518,1_01488_03
9519,3_02470_01
9520,2_00156_03
9521,0_02416_01
9522,3_00458_05
9523,1_01726_03
9524,1_01434_01
9525,2_00123_01
9526,2_00737_01
9527,3_02632_03
9528,2_00906_01
9529,1_01329_06
9530,3_02339_04
9531,2_01958_02
9532,2_00952_03
9533,3_00255_01
9534,2_01992_03
9535,2_01112_03
9536,0_01829_02
9537,0_01626_04
9538,2_02093_01
9539,0_02019_02
9540,3_00761_01
9541,0_00016_02
9542,3_02031_02
9543,2_02862_01
9544,2_01733_03
9545,1_00445_02
9546,0_00202_02
9547,1_00962_05
9548,2_01901_02
9549,0_01054_02
9550,1_01527_01
9551,1_00936_01
9552,3_00539_02
9553,0_02374_04
9554,1_02354_03
9555,0_00461_02
9556,0_00440_01
9557,3_02578_03
9558,0_00000_01
9559,1_01005_02
9560,1_02441_01
9561,2_02188_03
9562,0_00998_03
9563,1_02468_03
9564,1_00666_02
9565,0_00230_03
9566,1_01731_02
9567,0_00726_07
9568,0_02121_03
9569,1_01869_04
9570,3_00457_01
9571,3_02027_02
9572,2_01575_03
9573,0_00197_03
9574,1_00353_05
9575,2_00939_02
9576,2_01744_02
9577,1_02235_04
9578,1_00377_04
9579,2_01675_02
9580,1_00412_04
9581,2_00171_03
9582,2_01121_03
9583,0_00506_02
9584,1_01814_05
9585,1_01828_03
9586,3_02326_01
9587,1_00165_02
9588,2_01970_01
9589,0_00280_03
9590,3_02041_03
9591,3_00907_02
9592,3_01952_01
9593,3_02637_04
9594,0_00241_04
9595,1_02148_01
9596,2_00460_01
9597,2_02872_01
9598,3_02612_02
9599,0_02080_04
9600,1_01126_03
9601,1_02412_03
9602,1_02203_03
9603,0_00555_02
9604,0_02817_02
9605,1_02325_02
9606,3_01236_02
9607,2_01250_01
9608,0_02627_03
9609,2_01538_03
9610,2_01208_03
9611,0_00738_04
9612,3_02538_01
9613,2_01002_03
9614,1_00223_02
9615,1_01145_03
9616,0_01698_04
9617,3_01672_01
9618,0_01627_02
9619,2_00231_02
9620,3_00800_03
9621,2_02335_02
9622,1_00929_03
9623,1_00628_03
9624,0_01320_02
9625,3_00815_03
9626,3_01349_01
9627,1_00617_03
9628,2_02815_02
9629,2_02104_02
9630,0_00389_02
9631,3_01886_02
9632,3_00743_04
9633,0_00148_02
9634,2_01289_03
9635,3_02325_01
9636,1_01654_04
